"title","cbo","average_salary","workers","soc_title","oes","oes_top","exposed_to_disease_or_infections","physical_proximity","contact_with_others","score","group","group_color"
"Engenheiro civil (aeroportos)","214210","8621.25","96","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (edificações)","214215","7935.80","3762","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (estruturas metálicas)","214220","9591.93","363","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (ferrovias e metrovias)","214225","12248.67","130","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (geotécnia)","214230","10008.26","245","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (hidráulica)","214240","17344.90","206","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (hidrologia)","214235","12713.82","166","Environmental Engineers","172081","17","13","40","84","45.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (pontes e viadutos)","214245","10476.10","100","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (portos e vias navegáveis)","214250","10669.80","41","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (rodovias)","214255","9359.28","1216","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (saneamento)","214260","11617.71","1878","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (transportes e trânsito)","214270","10170.22","2939","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro civil (túneis)","214265","8343.11","15","Civil Engineers","172051","17","4","45","77","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de alimentos","222205","7199.69","516","Food Scientists and Technologists","191012","19","29","52","85","55.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de aplicativos em computação","212205","11097.72","3193","Computer Occupations, All Other","151199","15","0","39","61","33.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de controle de qualidade","214910","9981.55","8071","Engineers, All Other","172199","17","0","38","67","35","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de controle e automação","202110","10588.94","1711","Engineers, All Other","172199","17","0","38","67","35","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de equipamentos em computação","212210","7596.12","1505","Computer Hardware Engineers","172061","17","0","44","61","35","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de logistica","214945","7795.51","8","Logisticians","131081","13","0","49","83","44","Negócios, Finanças e Gestão","#343deb"
"Engenheiro de manutenção de telecomunicações","214335","10012.68","165","Electronics Engineers, Except Computer","172072","17","3","45","76","41.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de materiais","214605","14983.37","859","Materials Engineers","172131","17","2","45","71","39.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas","214705","12746.57","2776","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas (beneficiamento)","214710","12820.46","42","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas (lavra a céu aberto)","214715","10638.90","58","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas (lavra subterrânea)","214720","11702.59","16","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas (pesquisa mineral)","214725","18323.14","118","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas (planejamento)","214730","12404.24","60","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas (processo)","214735","11721.37","64","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de minas (projeto)","214740","17710.28","133","Mining and Geological Engineers, Including Mining Safety Engineers","172151","17","7","48","74","43","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de pesca","222115","6605.37","269","Agricultural Engineers","172021","17","5","45","76","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de produção","214905","10792.09","20165","Industrial Engineers","172112","17","2","49","72","41","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de redes de comunicação","214350","12633.74","340","Electronics Engineers, Except Computer","172072","17","3","45","76","41.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de riscos","214920","11442.13","163","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","172111","17","7","45","75","42.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de segurança do trabalho","214915","9402.09","9639","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","172111","17","7","45","75","42.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de telecomunicações","214340","13062.10","3053","Electronics Engineers, Except Computer","172072","17","3","45","76","41.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro de tempos e movimentos","214925","7724.54","404","Industrial Engineers","172112","17","2","49","72","41","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro eletricista","214305","13261.13","15172","Electrical Engineers","172071","17","1","48","78","42.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro eletricista de manutenção","214315","12460.31","2122","Electrical Engineers","172071","17","1","48","78","42.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro eletricista de projetos","214320","12058.05","1459","Electrical Engineers","172071","17","1","48","78","42.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro eletrônico","214310","14300.40","2986","Electronics Engineers, Except Computer","172072","17","3","45","76","41.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro eletrônico de manutenção","214325","13600.59","933","Electronics Engineers, Except Computer","172072","17","3","45","76","41.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro eletrônico de projetos","214330","10024.48","581","Electronics Engineers, Except Computer","172072","17","3","45","76","41.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro florestal","222120","8891.04","2078","Agricultural Engineers","172021","17","5","45","76","42","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro mecânico","214405","11143.14","11841","Mechanical Engineers","172141","17","0","42","70","37.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro mecânico (energia nuclear)","214415","12989.71","60","Nuclear Engineers","172161","17","1","46","75","40.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro mecânico automotivo","214410","10296.22","3798","Mechanical Engineers","172141","17","0","42","70","37.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro mecânico industrial","214420","18897.88","5655","Mechanical Engineers","172141","17","0","42","70","37.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro mecatrônico","202105","7648.68","585","Engineers, All Other","172199","17","0","38","67","35","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro metalurgista","214610","13774.97","1854","Materials Engineers","172131","17","2","45","71","39.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro naval","214430","20124.21","800","Marine Engineers and Naval Architects","172121","17","3","56","71","43.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro projetista de telecomunicações","214345","10301.01","262","Electronics Engineers, Except Computer","172072","17","3","45","76","41.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro químico","214505","16862.36","4452","Chemical Engineers","172041","17","11","45","74","43.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro químico (indústria química)","214510","11115.81","623","Chemical Engineers","172041","17","11","45","74","43.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro químico (mineração, metalurgia, siderurgia, cimenteira e cerâmica)","214515","9209.36","80","Chemical Engineers","172041","17","11","45","74","43.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro químico (papel e celulose)","214520","10137.65","94","Chemical Engineers","172041","17","11","45","74","43.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro químico (petróleo e borracha)","214525","29125.75","2717","Chemical Engineers","172041","17","11","45","74","43.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiro químico (utilidades e meio ambiente)","214530","9150.99","354","Chemical Engineers","172041","17","11","45","74","43.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engenheiros de sistemas operacionais em computação","212215","13181.81","2102","Computer Occupations, All Other","151199","15","0","39","61","33.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Engraxate","519915","1252.95","168","Shoe and Leather Workers and Repairers","516041","51","3","55","86","48","Indústria","#314b6b"
"Enólogo","325005","4902.58","141","Food Scientists and Technologists","191012","19","29","52","85","55.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Ensaiador de dança","262825","1386.88","192","Choreographers","272032","27","3","100","87","63.333333333333336","Artes, Entretenimento e Mídia","#9e8b75"
"Entalhador  de madeira","775105","1569.96","357","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","517042","51","1","51","66","39.333333333333336","Indústria","#314b6b"
